Date,Open,High,Low,Close,Volume
12/8/21,4705.060059,4674.52002,4690.859863,4701.209961,3061550000
12/9/21,4695.259766,4665.97998,4691,4667.450195,2851660000
12/10/21,4713.569824,4670.240234,4687.640137,4712.02002,2858310000
12/13/21,4710.299805,4667.600098,4710.299805,4668.970215,3322050000
12/14/21,4660.470215,4606.52002,4642.990234,4634.089844,3292740000
12/15/21,4712.600098,4611.220215,4636.459961,4709.850098,3367580000
12/16/21,4731.990234,4651.890137,4719.129883,4668.669922,3592810000
12/17/21,4666.700195,4600.220215,4652.5,4620.640137,5609780000
12/20/21,4587.899902,4531.100098,4587.899902,4568.02002,3395780000
12/21/21,4651.140137,4583.160156,4594.959961,4649.22998,2564370000
12/22/21,4697.669922,4645.529785,4650.359863,4696.560059,2439570000
12/23/21,4740.740234,4703.959961,4703.959961,4725.790039,2194630000
12/27/21,4791.490234,4733.990234,4733.990234,4791.189941,2264120000
12/28/21,4807.02002,4780.040039,4795.490234,4786.350098,2217050000
12/29/21,4804.060059,4778.080078,4788.640137,4793.060059,2369370000
12/30/21,4808.930176,4775.330078,4794.22998,4778.72998,2390990000
12/31/21,4786.830078,4765.75,4775.209961,4766.180176,2446190000
1/3/22,4796.640137,4758.169922,4778.140137,4796.560059,2775190000
1/4/22,4818.620117,4774.27002,4804.509766,4793.540039,3641050000
1/5/22,4797.700195,4699.439941,4787.990234,4700.580078,3733540000
1/6/22,4725.009766,4671.259766,4693.390137,4696.049805,3371250000
1/7/22,4707.950195,4662.740234,4697.660156,4677.029785,3279870000
1/10/22,4673.02002,4582.240234,4655.339844,4670.290039,3621800000
1/11/22,4714.129883,4638.27002,4669.140137,4713.069824,3421600000
1/12/22,4748.830078,4706.709961,4728.589844,4726.350098,3060040000
1/13/22,4744.129883,4650.290039,4733.560059,4659.029785,3539830000
1/14/22,4665.129883,4614.75,4637.990234,4662.850098,3483530000
1/18/22,4632.240234,4568.700195,4632.240234,4577.109863,3324960000
1/19/22,4611.549805,4530.200195,4588.029785,4532.759766,3387370000
1/20/22,4602.109863,4477.950195,4547.350098,4482.72998,3473060000
1/21/22,4494.52002,4395.339844,4471.379883,4397.939941,3945810000
1/24/22,4417.350098,4222.620117,4356.319824,4410.129883,5172540000
1/25/22,4411.009766,4287.109863,4366.640137,4356.450195,3989420000
1/26/22,4453.22998,4304.799805,4408.430176,4349.930176,4046270000
1/27/22,4428.740234,4309.5,4380.580078,4326.509766,4074330000
1/28/22,4432.720215,4292.459961,4336.189941,4431.850098,3936030000
1/31/22,4516.890137,4414.02002,4431.790039,4515.549805,4001950000
2/1/22,4550.490234,4483.529785,4519.569824,4546.540039,3796450000
2/2/22,4595.310059,4544.319824,4566.390137,4589.379883,3777170000
2/3/22,4542.879883,4470.390137,4535.410156,4477.439941,3596830000
2/4/22,4539.660156,4451.5,4482.790039,4500.529785,3673700000
2/7/22,4521.859863,4471.470215,4505.75,4483.870117,3291600000
2/8/22,4531.319824,4465.399902,4480.02002,4521.540039,3509330000
2/9/22,4590.029785,4547,4547,4587.180176,3662810000
2/10/22,4588.919922,4484.310059,4553.240234,4504.080078,4490500000
2/11/22,4526.330078,4401.410156,4506.27002,4418.640137,4164960000
2/14/22,4426.220215,4364.839844,4412.609863,4401.669922,3466170000
2/15/22,4472.77002,4429.279785,4429.279785,4471.069824,3363200000
2/16/22,4489.549805,4429.680176,4455.75,4475.009766,3478750000
2/17/22,4456.060059,4373.810059,4456.060059,4380.259766,3596510000
2/18/22,4394.600098,4327.220215,4384.569824,4348.870117,3871340000
2/22/22,4362.120117,4267.109863,4332.740234,4304.759766,4007780000
2/23/22,4341.509766,4221.509766,4324.930176,4225.5,3814340000
2/24/22,4294.72998,4114.649902,4155.77002,4288.700195,5070560000
2/25/22,4385.339844,4286.830078,4298.379883,4384.649902,3941780000
2/28/22,4388.839844,4315.120117,4354.169922,4373.939941,4594010000
3/1/22,4378.450195,4279.540039,4363.140137,4306.259766,4679400000
3/2/22,4401.47998,4322.560059,4322.560059,4386.540039,4409090000
3/3/22,4416.779785,4345.560059,4401.310059,4363.490234,4062080000
3/4/22,4342.120117,4284.97998,4342.120117,4328.870117,4558250000
3/7/22,4327.009766,4199.850098,4327.009766,4201.089844,5506330000
3/8/22,4276.939941,4157.870117,4202.660156,4170.700195,6237000000
3/9/22,4299.399902,4223.100098,4223.100098,4277.879883,4220180000
3/10/22,4268.279785,4209.799805,4252.549805,4259.52002,4008690000
3/11/22,4291.009766,4200.490234,4279.5,4204.310059,3877430000
3/14/22,4247.569824,4161.720215,4202.75,4173.109863,4757600000
3/15/22,4271.049805,4187.899902,4188.819824,4262.450195,4331170000
3/16/22,4358.899902,4251.990234,4288.140137,4357.859863,5002240000
3/17/22,4412.669922,4335.649902,4345.109863,4411.669922,4174170000
3/18/22,4465.399902,4390.569824,4407.339844,4463.120117,6681510000
3/21/22,4481.75,4424.299805,4462.399902,4461.180176,3961050000
3/22/22,4522,4469.100098,4469.100098,4511.609863,3962880000
3/23/22,4501.069824,4455.810059,4493.100098,4456.240234,4014360000
3/24/22,4520.580078,4465.169922,4469.97998,4520.160156,3573430000
3/25/22,4546.029785,4501.069824,4522.910156,4543.060059,3577520000
3/28/22,4575.649902,4517.689941,4541.089844,4575.52002,3696850000
3/29/22,4637.299805,4589.660156,4602.859863,4631.600098,4239660000
3/30/22,4627.77002,4581.319824,4624.200195,4602.450195,3665390000
3/31/22,4603.069824,4530.410156,4599.02002,4530.410156,3782040000
4/1/22,4548.700195,4507.569824,4540.319824,4545.859863,3828290000
4/4/22,4583.5,4539.209961,4547.970215,4582.640137,3833500000
4/5/22,4593.450195,4514.169922,4572.450195,4525.120117,3906230000
4/6/22,4503.939941,4450.040039,4494.169922,4481.149902,4137080000
4/7/22,4521.160156,4450.299805,4474.649902,4500.209961,4054010000
4/8/22,4520.410156,4474.600098,4494.149902,4488.279785,3453040000
4/11/22,4464.350098,4408.379883,4462.640137,4412.529785,3452540000
4/12/22,4471,4381.339844,4437.589844,4397.450195,3451990000
4/13/22,4453.919922,4392.700195,4394.299805,4446.589844,3273140000
4/14/22,4460.459961,4390.77002,4449.120117,4392.589844,3634740000
4/18/22,4410.310059,4370.299805,4385.629883,4391.689941,3509340000
4/19/22,4471.029785,4390.629883,4390.629883,4462.209961,3197930000
4/20/22,4488.290039,4448.759766,4472.259766,4459.450195,3678040000
4/21/22,4512.939941,4384.470215,4489.169922,4393.660156,3833570000
4/22/22,4385.830078,4267.620117,4385.830078,4271.779785,3930660000
4/25/22,4299.02002,4200.819824,4255.339844,4296.120117,4061070000
4/26/22,4278.140137,4175.040039,4278.140137,4175.200195,3760420000
4/27/22,4240.709961,4162.899902,4186.52002,4183.959961,3876340000
4/28/22,4308.450195,4188.629883,4222.580078,4287.5,3969440000
4/29/22,4269.680176,4124.279785,4253.75,4131.930176,3943480000
5/2/22,4169.810059,4062.51001,4130.609863,4155.379883,4474060000
5/3/22,4200.100098,4147.080078,4159.779785,4175.47998,3877530000
5/4/22,4307.660156,4148.910156,4181.180176,4300.169922,4236210000
5/5/22,4270.430176,4106.009766,4270.430176,4146.870117,4197620000
5/6/22,4157.689941,4067.909912,4128.169922,4123.339844,4254300000
5/9/22,4081.27002,3975.47998,4081.27002,3991.23999,4746120000
5/10/22,4068.820068,3958.169922,4035.179932,4001.050049,4630150000
5/11/22,4049.090088,3928.820068,3990.080078,3935.179932,4683220000
5/12/22,3964.800049,3858.870117,3903.949951,3930.080078,4964130000
5/13/22,4038.879883,3963.899902,3963.899902,4023.889893,4142950000
5/16/22,4046.459961,3983.98999,4013.02002,4008.01001,3824320000
5/17/22,4090.719971,4033.929932,4052,4088.850098,3846580000
5/18/22,4051.97998,3911.909912,4051.97998,3923.679932,4428960000
5/19/22,3945.959961,3876.580078,3899,3900.790039,4212140000
5/20/22,3943.419922,3810.320068,3927.76001,3901.360107,4278520000
5/23/22,3981.879883,3909.040039,3919.419922,3973.75,3392770000
5/24/22,3955.679932,3875.129883,3942.939941,3941.47998,3901640000
5/25/22,3999.330078,3925.030029,3929.590088,3978.72998,4322190000
5/26/22,4075.139893,3984.600098,3984.600098,4057.840088,3961940000
5/27/22,4158.490234,4077.429932,4077.429932,4158.240234,3560560000
5/31/22,4168.339844,4104.879883,4151.089844,4132.149902,5192220000
6/1/22,4166.540039,4073.850098,4149.779785,4101.22998,4145710000
6/2/22,4177.509766,4074.370117,4095.409912,4176.819824,3604930000
6/3/22,4142.669922,4098.669922,4137.569824,4108.540039,3107080000
6/6/22,4168.779785,4109.180176,4134.720215,4121.430176,3852050000
6/7/22,4164.859863,4080.189941,4096.470215,4160.680176,3476470000
6/8/22,4160.140137,4107.200195,4147.120117,4115.77002,3090180000
6/9/22,4119.100098,4017.169922,4101.649902,4017.820068,3192330000
6/10/22,3974.389893,3900.159912,3974.389893,3900.860107,3936120000
6/13/22,3838.149902,3734.300049,3838.149902,3749.629883,4572820000
6/14/22,3778.179932,3705.679932,3763.52002,3735.47998,4126400000
6/15/22,3837.560059,3722.300049,3764.050049,3789.98999,4474610000
6/16/22,3728.179932,3639.77002,3728.179932,3666.77002,4511200000
6/17/22,3707.709961,3636.870117,3665.899902,3674.840088,6954110000
6/21/22,3779.649902,3715.310059,3715.310059,3764.790039,4124600000
6/22/22,3801.790039,3717.689941,3733.889893,3759.889893,4342270000
6/23/22,3802.580078,3743.52002,3774.709961,3795.72998,4078100000
6/24/22,3913.649902,3821.75,3821.75,3911.73999,6742870000
6/27/22,3927.719971,3889.659912,3920.76001,3900.110107,3385120000
6/28/22,3945.860107,3820.139893,3913,3821.550049,3590980000
6/29/22,3836.5,3799.02002,3825.090088,3818.830078,3458850000
6/30/22,3818.98999,3738.669922,3785.98999,3785.379883,4032260000
7/1/22,3829.820068,3752.100098,3781,3825.330078,3268240000
7/5/22,3832.189941,3742.060059,3792.610107,3831.389893,4427900000
7/6/22,3870.909912,3809.370117,3831.97998,3845.080078,3613120000
7/7/22,3910.629883,3858.850098,3858.850098,3902.620117,3337710000
7/8/22,3918.5,3869.340088,3888.26001,3899.379883,2844620000
7/11/22,3880.939941,3847.219971,3880.939941,3854.429932,3023830000
7/12/22,3873.409912,3802.360107,3851.949951,3818.800049,3138460000
7/13/22,3829.439941,3759.070068,3779.669922,3801.780029,3166580000
7/14/22,3796.409912,3721.560059,3763.98999,3790.379883,3447500000
7/15/22,3863.620117,3817.179932,3818,3863.159912,3537130000
7/18/22,3902.439941,3818.629883,3883.790039,3830.850098,3414470000
7/19/22,3939.810059,3860.72998,3860.72998,3936.689941,3160350000
7/20/22,3974.129883,3922.030029,3935.320068,3959.899902,3452150000
7/21/22,3999.290039,3927.639893,3955.469971,3998.949951,3586030000
7/22/22,4012.439941,3938.860107,3998.429932,3961.629883,3246220000
7/25/22,3975.300049,3943.459961,3965.719971,3966.840088,2988650000
7/26/22,3953.219971,3910.73999,3953.219971,3921.050049,3083420000
7/27/22,4039.560059,3951.429932,3951.429932,4023.610107,3584170000
7/28/22,4078.949951,3992.969971,4026.129883,4072.429932,3882850000
7/29/22,4140.149902,4079.219971,4087.330078,4130.290039,3817740000
8/1/22,4144.950195,4096.02002,4112.379883,4118.629883,3540960000
8/2/22,4140.470215,4079.810059,4104.209961,4091.189941,3880790000
8/3/22,4167.660156,4107.959961,4107.959961,4155.169922,3544410000
8/4/22,4161.290039,4135.419922,4154.850098,4151.939941,3565810000
8/5/22,4151.580078,4107.310059,4115.870117,4145.189941,3540260000
8/8/22,4186.620117,4128.970215,4155.930176,4140.060059,3604650000
8/9/22,4137.299805,4112.089844,4133.109863,4122.470215,3337150000
8/10/22,4211.029785,4177.259766,4181.02002,4210.240234,3998590000
8/11/22,4257.910156,4201.410156,4227.399902,4207.27002,3925060000
8/12/22,4280.470215,4219.779785,4225.02002,4280.149902,3252290000
8/15/22,4301.790039,4256.899902,4269.370117,4297.140137,3087740000
8/16/22,4325.279785,4277.77002,4290.459961,4305.200195,3792010000
8/17/22,4302.180176,4253.080078,4280.399902,4274.040039,3293430000
8/18/22,4292.529785,4261.97998,4273.129883,4283.740234,2871990000
8/19/22,4266.310059,4218.700195,4266.310059,4228.47998,3210680000
8/22/22,4195.080078,4129.859863,4195.080078,4137.990234,3365220000
8/23/22,4159.77002,4124.029785,4133.089844,4128.72998,3117800000
8/24/22,4156.560059,4119.970215,4126.549805,4140.77002,3056910000
8/25/22,4200.540039,4147.589844,4153.259766,4199.120117,2976050000
8/26/22,4203.040039,4057.659912,4198.740234,4057.659912,3175260000
8/29/22,4062.98999,4017.419922,4034.580078,4030.610107,2963020000
8/30/22,4044.97998,3965.209961,4041.25,3986.159912,3190580000
8/31/22,4015.370117,3954.530029,4000.669922,3955,3797860000
9/1/22,3970.22998,3903.649902,3936.72998,3966.850098,3754570000
9/2/22,4018.429932,3906.209961,3994.659912,3924.26001,4134920000
9/6/22,3942.550049,3886.75,3930.889893,3908.189941,4127340000
9/7/22,3987.889893,3906.030029,3909.429932,3979.870117,3890320000
9/8/22,4010.5,3944.810059,3959.939941,4006.179932,3966850000
9/9/22,4076.810059,4022.939941,4022.939941,4067.360107,3901940000
9/12/22,4119.279785,4083.669922,4083.669922,4110.410156,3814200000
9/13/22,4037.120117,3921.280029,4037.120117,3932.689941,4224550000
9/14/22,3961.939941,3912.179932,3940.72998,3946.01001,4293240000
9/15/22,3959.139893,3914.290039,3932.409912,3914.530029,629287383
